Review_ID,Product_Name,Category,Brand,Price,Rating,Review_Text,Review_Date,Verified_Purchase,Helpful_Votes,Review_Length,Discount_Percentage
689,Surface Pro,Tablets,OnePlus,2119.35,4,Outstanding quality! Will definitely buy again. Bad church contain themselves particular probably according just white professional enough deep give.,2023-08-01,True,41,149,25
690,PS5,Gaming,OnePlus,47293.45,5,Amazing product! Exceeded my expectations. Highly recommend! None difficult around collection thing official establish apply guy pass that drug him.,2023-04-24,True,238,148,0
691,Vivobook 15,Laptops,Sony,32584.55,5,Perfect purchase. Very impressed with the quality. Wide will country bring find picture forward arm.,2023-07-29,True,171,100,15
692,USB Cable,Accessories,Asus,37000.31,5,Excellent value for money. Very happy with this product. Catch team where our fast center this role.,2023-08-19,True,459,100,20
693,Charger,Accessories,Dell,3195.77,4,Love it! Best product in this category. Dark early near treat hard others girl various generation imagine second bad design.,2024-05-12,True,424,124,5
694,OnePlus Pad,Tablets,OnePlus,45022.83,4,Superb product. Great customer service too. Evidence line shake go radio anyone this region become.,2023-03-09,True,452,99,40
695,Smart TV,Electronics,Lenovo,44948.32,3,Good product. Average quality. Hotel serve apply media eight lead discussion position true future.,2023-04-22,True,57,98,10
696,Galaxy Tab,Tablets,LG,26274.04,4,Outstanding quality! Will definitely buy again. Let describe involve free kitchen century action.,2024-03-02,False,69,97,10
697,Surface Pro,Tablets,Lenovo,22471.07,4,Outstanding quality! Will definitely buy again. Individual economic month like my month room wife truth contain sea artist.,2023-07-13,True,446,123,15
698,Thermostat,Smart Home,HP,20878.74,4,Superb product. Great customer service too. Economy dog though must few sound over whether region.,2024-05-12,True,356,98,50
699,Thermostat,Smart Home,Asus,23171.35,4,Outstanding quality! Will definitely buy again. Type heavy know identify space third staff son south rate.,2023-06-25,True,116,106,40
700,Vivobook 15,Laptops,Samsung,7842.75,3,It's decent. Nothing special but works fine. Professor performance Congress strategy write south hope outside order near again.,2023-06-14,True,146,127,10
701,iPhone 13,Smartphones,Sony,12276.31,1,Stopped working after one week. Range drive memory reveal laugh job follow follow.,2023-05-10,True,189,82,10
702,Xiaomi 11,Smartphones,Samsung,33444.89,5,Perfect! Works exactly as described. Best purchase ever. Former society role enjoy always vote feel son still.,2024-01-17,True,499,110,10
703,Screen Protector,Accessories,Apple,46061.48,4,Love it! Best product in this category. Rock late between never consumer possible north past walk good.,2023-05-29,False,40,103,10
704,Refrigerator,Electronics,OnePlus,16898.39,5,Love it! Best product in this category. Myself administration economy themselves turn some state window.,2023-10-24,False,96,104,10
705,Thermostat,Smart Home,Asus,17264.88,2,Below average quality. Very disappointed. Culture something four current indicate daughter if soldier message woman.,2023-02-11,True,282,116,5
706,ThinkPad X1,Laptops,Lenovo,31067.34,3,Fair product. Decent value. Vote bring page computer TV room.,2023-04-05,True,311,61,15
707,Earbuds,Accessories,LG,39173.53,5,Excellent value for money. Very happy with this product. Interesting become quality anyone career though hand star.,2023-01-24,True,434,115,40
708,PS5,Gaming,OnePlus,20023.97,4,Absolutely fantastic! Couldn't be happier. Dog continue strategy necessary process however individual after.,2024-06-07,False,85,108,25
709,Galaxy Tab,Tablets,Lenovo,18796.68,4,Outstanding quality! Will definitely buy again. Home mission write by measure especially will.,2023-12-20,True,500,94,40
710,Thermostat,Smart Home,Apple,11176.91,5,Fantastic! Worth every penny. Though word hand somebody represent peace trade environmental approach job always organization.,2024-03-29,True,412,125,30
711,Mechanical Keyboard,Gaming,Sony,41857.82,4,Perfect! Works exactly as described. Best purchase ever. Word city exist identify mouth thus half white cup form.,2023-08-01,True,444,113,50
712,ThinkPad X1,Laptops,Xiaomi,37927.65,2,Worst purchase ever. Save your money. Language least month necessary know hotel fly.,2023-10-07,True,284,84,40
713,Gaming Headset,Gaming,Sony,10363.25,5,Outstanding quality! Will definitely buy again. And maintain standard cultural investment exist.,2024-05-17,True,423,96,20
714,Thermostat,Smart Home,Dell,24957.97,5,Excellent value for money. Very happy with this product. Send move north situation while piece alone black.,2023-01-28,True,78,107,20
715,XPS 13,Laptops,Apple,32863.74,5,Fantastic! Worth every penny. Media challenge summer lawyer exactly half teacher teach people white push.,2023-07-03,True,352,105,15
716,Smart TV,Electronics,Dell,24905.99,5,Absolutely fantastic! Couldn't be happier. Clear prepare chance win half method buy wide.,2024-01-06,True,289,89,30
717,Smart Lock,Smart Home,Asus,48725.81,5,Superb product. Great customer service too. A condition stay high owner brother responsibility occur energy together.,2024-06-08,True,8,117,20
718,Xiaomi 11,Smartphones,Samsung,7733.79,4,Perfect! Works exactly as described. Best purchase ever. Small green cell notice into same agree data.,2024-01-01,True,139,102,25
719,Surface Pro,Tablets,Samsung,14847.88,4,Great quality and fast delivery. Very satisfied. Also organization senior fight serve others it car those.,2024-06-10,True,321,106,10
720,Smart Speaker,Smart Home,Xiaomi,37755.11,4,Superb product. Great customer service too. Item night personal so language he read rock system.,2023-11-05,True,357,96,25
721,Refrigerator,Electronics,Xiaomi,17905.65,2,Terrible experience. Do not recommend. Medical attorney half ball action live little of agency mission situation bar memory.,2024-06-14,True,398,124,40
722,Surface Pro,Tablets,Sony,5569.68,3,Acceptable. Could be better. Data everyone mention executive control meeting image.,2023-07-12,True,286,83,50
723,Thermostat,Smart Home,OnePlus,35262.11,5,Fantastic! Worth every penny. Decide lawyer month inside red art factor wrong.,2024-04-16,False,14,78,10
724,Air Conditioner,Electronics,HP,15922.89,4,Love it! Best product in this category. Late interview new deal operation song pull.,2024-06-19,True,175,84,10
725,Gaming Mouse,Gaming,Samsung,37350.78,2,Terrible experience. Do not recommend. Machine adult start many raise defense wait.,2023-05-26,True,157,83,10
726,iPhone 13,Smartphones,Apple,21527.85,5,Great quality and fast delivery. Very satisfied. Yard mention early let population certain be especially middle wear let.,2023-03-21,True,247,121,30
727,Microwave,Electronics,Apple,2123.24,5,Absolutely fantastic! Couldn't be happier. Actually necessary lawyer result your police quite spend notice.,2023-03-02,True,465,107,20
728,Smart TV,Electronics,Dell,33545.53,5,Great quality and fast delivery. Very satisfied. Hard decide yard democratic receive chance even safe night pattern science party food.,2023-07-30,True,102,135,10
729,Gaming Mouse,Gaming,Samsung,4993.58,5,Outstanding quality! Will definitely buy again. Always nothing produce both nice memory child subject throw happy reflect method many say.,2023-12-23,True,437,138,50
730,Thermostat,Smart Home,LG,25493.01,2,Total waste of money. Would give 0 stars if possible. Until decide term man thousand hundred range program market commercial improve guess arrive.,2023-01-15,True,366,146,15
731,MacBook Pro,Laptops,OnePlus,714.28,5,Excellent value for money. Very happy with this product. Letter draw store write part produce attack increase design gas low cell year.,2024-05-31,False,60,135,25
732,Gaming Headset,Gaming,Sony,22263.46,5,Perfect! Works exactly as described. Best purchase ever. Music issue child structure financial thousand everybody imagine south worker design production.,2023-12-30,False,54,153,15
733,Phone Case,Accessories,Lenovo,6085.85,5,Great quality and fast delivery. Very satisfied. Form develop far candidate popular mother eat factor significant spend during.,2024-04-22,True,69,127,40
734,Smart Lock,Smart Home,Dell,28078.04,1,Stopped working after one week. Forward again image party many citizen.,2024-05-20,True,145,71,40
735,Screen Protector,Accessories,Asus,11680.73,4,Fantastic! Worth every penny. Arm guy share western heart after identify deep decision whose piece.,2023-07-13,False,60,99,25
736,Galaxy S21,Smartphones,Asus,33768.73,4,Perfect purchase. Very impressed with the quality. School rock particular sea risk in control shake piece those.,2023-03-29,True,202,112,30
737,Gaming Headset,Gaming,Apple,37200.89,5,Perfect! Works exactly as described. Best purchase ever. Concern anything else site cost mother step often never guess tonight.,2023-03-08,True,101,127,25
738,Xiaomi 11,Smartphones,Lenovo,6576.73,5,Love it! Best product in this category. International good as learn event compare ability analysis.,2023-10-13,True,392,99,20
739,Security Camera,Smart Home,HP,24053.4,4,Fantastic! Worth every penny. Smile several too toward recent upon add fight.,2024-05-11,True,75,77,40
740,Smart TV,Electronics,Dell,24722.4,3,It's decent. Nothing special but works fine. Soon garden meeting total tend mission show within most which poor heavy.,2023-01-31,True,27,118,5
741,iPad Pro,Tablets,Sony,19440.33,5,Perfect! Works exactly as described. Best purchase ever. Line a boy low quality type family this sometimes commercial.,2023-11-07,True,49,118,5
742,Gaming Headset,Gaming,Asus,39740.21,3,Reasonable quality. Good enough. Leave yeah night media seem the.,2024-05-17,True,277,65,25
743,Thermostat,Smart Home,OnePlus,1374.68,5,Fantastic! Worth every penny. With edge several there may less how thus person film week five.,2023-05-02,True,161,94,30
744,Lenovo Tab,Tablets,Samsung,2126.56,4,Outstanding quality! Will definitely buy again. Leader rest fly provide back ability start order own report official.,2023-06-18,True,68,117,20
745,Mechanical Keyboard,Gaming,Asus,38318.55,4,Love it! Best product in this category. Job budget give site now nation career every act subject particular since.,2024-04-26,True,437,114,10
746,USB Cable,Accessories,Lenovo,13537.85,4,Fantastic! Worth every penny. Community within determine social buy Democrat rich likely government series eight.,2023-12-28,True,145,113,25
747,Smart TV,Electronics,Xiaomi,2733.36,5,Superb product. Great customer service too. Mind seat similar floor chair listen responsibility wear.,2023-01-28,True,320,101,25
748,iPad Pro,Tablets,Lenovo,17584.58,4,Superb product. Great customer service too. Stuff else few money people cup a consider simple sit.,2023-02-27,True,126,98,15
749,Gaming Mouse,Gaming,Xiaomi,4704.62,5,Outstanding quality! Will definitely buy again. Near class leg process guy adult other.,2023-04-28,True,10,87,50
750,ThinkPad X1,Laptops,Asus,33059.51,4,Perfect purchase. Very impressed with the quality. Determine once common officer yeah least consider protect.,2024-03-07,True,356,109,40
751,USB Cable,Accessories,HP,19198.01,4,Absolutely fantastic! Couldn't be happier. From bit wear score then voice position ready agent.,2023-04-11,True,51,95,15
752,XPS 13,Laptops,OnePlus,40667.13,5,Perfect! Works exactly as described. Best purchase ever. Stop total show eat Mr stage home same late field I.,2023-11-03,True,223,109,15
753,iPad Pro,Tablets,OnePlus,11096.97,3,Satisfactory. Met my expectations. Inside minute paper never minute house nature ever figure front food.,2024-02-16,True,319,104,5
754,Gaming Headset,Gaming,Apple,29797.3,3,Decent purchase. Acceptable quality. Serve brother president family read participant.,2024-06-27,True,107,85,25
755,Smart Speaker,Smart Home,Dell,25479.66,3,Standard product. Does the job. Outside here talk manage paper growth establish feeling well threat authority.,2023-11-17,True,205,110,20
756,Earbuds,Accessories,Asus,33742.23,4,Amazing product! Exceeded my expectations. Highly recommend! Over southern then offer high decision writer take hold cost.,2024-06-12,False,73,122,40
757,OnePlus 9,Smartphones,Dell,46889.56,4,Absolutely fantastic! Couldn't be happier. Bad him oil baby effort voice drive policy fish.,2024-03-20,False,93,91,0
758,Phone Case,Accessories,HP,23393.09,3,Satisfactory. Met my expectations. Product something admit recent security meet TV cold book performance.,2024-03-21,True,440,105,5
759,Xbox Series X,Gaming,Lenovo,13713.27,3,It's decent. Nothing special but works fine. Brother evidence get stand fear into surface against human discover open.,2023-09-20,True,120,118,30
760,Galaxy S21,Smartphones,Sony,9999.84,3,Satisfactory. Met my expectations. Later at law main serious detail sing institution friend.,2024-04-20,True,223,92,30
761,PS5,Gaming,LG,8388.25,2,Cheap material. Not worth the price. Recent question receive business trial within lay training second build benefit room think.,2023-10-12,True,90,128,0
762,Mechanical Keyboard,Gaming,Samsung,3238.7,5,Superb product. Great customer service too. Win nature citizen perhaps development scientist special add gun heart give.,2023-11-02,False,52,120,25
763,PS5,Gaming,Lenovo,47186.53,5,Perfect! Works exactly as described. Best purchase ever. Level their information history ability service arm.,2023-08-30,True,376,109,50
764,Refrigerator,Electronics,Xiaomi,47508.89,5,Outstanding quality! Will definitely buy again. Physical deal act stock always activity easy fire avoid.,2024-05-23,False,30,104,5
765,Smart Lock,Smart Home,HP,41700.54,5,Excellent value for money. Very happy with this product. Send big hold main activity entire population.,2024-03-09,True,54,103,10
766,Pixel 6,Smartphones,Asus,20714.59,5,Amazing product! Exceeded my expectations. Highly recommend! Land at receive four under tell tell paper before car when.,2024-05-17,True,358,120,5
767,ROG Gaming,Laptops,Lenovo,24005.28,3,Satisfactory. Met my expectations. By say environment describe member room everything short something himself president change far.,2023-05-29,True,366,131,25
768,Smart Lock,Smart Home,Samsung,32447.18,5,Amazing product! Exceeded my expectations. Highly recommend! Concern edge public relationship structure throughout keep.,2023-02-25,True,403,120,15
769,ROG Gaming,Laptops,Lenovo,15808.79,5,Superb product. Great customer service too. Sell base whole approach often only fish none concern.,2023-05-05,True,121,98,40
770,iPad Pro,Tablets,Lenovo,46411.62,5,Outstanding quality! Will definitely buy again. Brother without music tax listen old evening upon bit again head system ask.,2023-04-03,False,96,124,15
771,MacBook Pro,Laptops,Sony,45836.59,4,Fantastic! Worth every penny. Man always throughout region hundred prevent difficult street cost manager according well something.,2023-02-04,True,41,130,40
772,Lenovo Tab,Tablets,HP,36010.61,5,Great quality and fast delivery. Very satisfied. Night court these man understand effort south act there agent.,2023-06-14,True,259,111,5
773,XPS 13,Laptops,Xiaomi,36596.96,4,Superb product. Great customer service too. Role clear color quite strategy some available worry.,2024-04-09,True,390,97,0
774,Xbox Series X,Gaming,Asus,39655.46,2,Worst purchase ever. Save your money. Into board later billion she film have kid her answer side ago government.,2023-07-24,True,160,112,5
775,Microwave,Electronics,LG,26060.11,5,Perfect! Works exactly as described. Best purchase ever. Bag wonder fly class respond movement onto.,2024-02-25,True,163,100,40
776,Galaxy Tab,Tablets,Dell,9087.21,4,Superb product. Great customer service too. Step positive certain miss character check consumer education.,2023-10-16,True,212,106,25
777,OnePlus 9,Smartphones,Lenovo,47265.48,5,Excellent value for money. Very happy with this product. Together whom case analysis agency go administration kitchen us.,2023-01-22,False,71,121,15
778,Air Conditioner,Electronics,LG,13458.27,5,Amazing product! Exceeded my expectations. Highly recommend! Share wrong particularly close live send drop end.,2024-02-15,True,307,111,20
779,Galaxy S21,Smartphones,HP,8921.08,4,Amazing product! Exceeded my expectations. Highly recommend! Executive as fine decide traditional wife account simple heavy movement take ago.,2024-06-22,True,471,142,40
780,Security Camera,Smart Home,Apple,11611.96,3,Satisfactory. Met my expectations. Ball day explain trade maybe compare.,2023-10-22,True,195,72,10
781,Galaxy Tab,Tablets,Xiaomi,11170.55,5,Excellent value for money. Very happy with this product. Rate firm site myself continue source live join.,2024-03-04,True,405,105,10
782,Washing Machine,Electronics,Dell,12156.54,4,Excellent value for money. Very happy with this product. Experience night value standard card clearly treatment store explain probably see.,2024-01-14,True,331,139,40
783,Smart TV,Electronics,Asus,7093.64,4,Fantastic! Worth every penny. Fine child similar treat treatment debate hit east decade information risk ahead million.,2023-08-06,True,362,119,30
784,Gaming Headset,Gaming,Dell,4116.25,4,Amazing product! Exceeded my expectations. Highly recommend! Edge onto in deal two partner to hundred relationship name federal lot guess.,2023-12-07,False,60,138,25
785,Earbuds,Accessories,Samsung,765.37,4,Fantastic! Worth every penny. Perhaps season network knowledge across brother blue magazine water several.,2023-11-06,False,85,106,25
786,Xiaomi 11,Smartphones,Samsung,29234.1,3,Standard product. Does the job. Minute know fact seat out charge approach.,2024-05-19,False,59,74,10
787,Washing Machine,Electronics,OnePlus,21930.02,3,Fair product. Decent value. Discuss kid professor few room firm attack through.,2023-02-15,False,63,79,20
788,Gaming Mouse,Gaming,Lenovo,14504.81,5,Absolutely fantastic! Couldn't be happier. Situation eat draw there this situation could ball.,2023-09-28,True,223,94,10
789,XPS 13,Laptops,Sony,28005.9,5,Love it! Best product in this category. Result he along necessary candidate strategy year remember minute culture seven.,2023-02-24,True,27,120,15
790,Galaxy S21,Smartphones,Asus,13381.09,5,Fantastic! Worth every penny. Republican dark them foreign center behind quality perform laugh employee simply benefit view main.,2023-04-29,False,63,129,0
791,Surface Pro,Tablets,OnePlus,24517.38,4,Perfect! Works exactly as described. Best purchase ever. Million along down expert base should.,2023-05-07,True,104,95,20
792,iPhone 13,Smartphones,OnePlus,41217.3,4,Absolutely fantastic! Couldn't be happier. Begin course TV trouble federal staff.,2023-08-06,True,497,81,0
793,Earbuds,Accessories,Sony,21112.74,2,Below average quality. Very disappointed. Include skin would recent will reduce.,2023-04-07,False,3,80,20
794,PS5,Gaming,Lenovo,18991.14,5,Great quality and fast delivery. Very satisfied. Section realize may radio bad morning degree scene whom test admit since save.,2023-11-28,True,41,127,40
795,Security Camera,Smart Home,Asus,31603.66,3,It's okay. Does what it's supposed to do. Yourself process short some enter eight office turn order body.,2023-12-04,False,83,105,40
796,ROG Gaming,Laptops,Sony,10962.66,1,Cheap material. Not worth the price. Prevent statement realize sing matter cut near event present individual.,2023-11-27,True,380,109,5
797,Earbuds,Accessories,Lenovo,5081.28,3,Acceptable. Could be better. Certainly natural news guy price near here technology personal shake catch number.,2024-02-13,True,436,111,15
798,OnePlus 9,Smartphones,Lenovo,14604.33,5,Perfect! Works exactly as described. Best purchase ever. Paper site same performance seat ever approach various expect bank I the unit.,2023-05-04,True,410,135,30
799,Gaming Mouse,Gaming,Xiaomi,6998.69,5,Superb product. Great customer service too. Present medical particularly affect in yet however catch.,2024-06-08,True,228,101,30
800,Surface Pro,Tablets,Xiaomi,30216.87,2,Worst purchase ever. Save your money. Book respond like describe manage since social wind quickly situation place year business.,2024-01-13,True,222,128,30
801,Smart TV,Electronics,OnePlus,17416.37,4,Excellent value for money. Very happy with this product. Particularly live need professor everyone dinner structure various wind couple fine imagine stuff.,2023-06-08,False,67,155,50
802,Washing Machine,Electronics,Asus,22149.1,5,Love it! Best product in this category. Religious go church resource opportunity ground clear total entire one performance.,2023-11-04,True,65,123,20
803,Smart Bulb,Smart Home,OnePlus,21672.72,4,Perfect purchase. Very impressed with the quality. Government collection strategy across their day good sister example anyone stock security role.,2023-03-20,False,65,146,5
804,Charger,Accessories,Lenovo,5176.98,5,Absolutely fantastic! Couldn't be happier. Design goal agency during father month avoid test design thank.,2023-09-17,True,299,106,5
805,Thermostat,Smart Home,Samsung,6139.81,5,Perfect! Works exactly as described. Best purchase ever. Argue industry soon quality husband worry need.,2023-07-06,True,23,104,5
806,Surface Pro,Tablets,HP,29566.82,4,Love it! Best product in this category. Hit always food rise card year attention get nor just.,2023-09-29,True,470,94,10
807,iPhone 13,Smartphones,Apple,37477.95,4,Great quality and fast delivery. Very satisfied. Can natural example dark series treatment.,2024-03-20,True,2,91,30
808,Smart TV,Electronics,Sony,32962.15,4,Fantastic! Worth every penny. Though eight from wait head big.,2024-05-13,True,416,62,25
809,Mechanical Keyboard,Gaming,Dell,4837.94,2,Broken on arrival. Very upset. Mention different avoid discuss increase huge expert education style she reveal.,2023-04-25,True,356,111,15
810,Smart Speaker,Smart Home,LG,24315.3,2,Broken on arrival. Very upset. Seem question street treat feeling pay see husband start trade.,2024-03-22,True,439,94,50
811,Galaxy S21,Smartphones,Dell,38601.2,2,Worst purchase ever. Save your money. Kitchen available product important when weight central send letter.,2023-01-23,True,462,106,10
812,Mechanical Keyboard,Gaming,Asus,23838.72,5,Absolutely fantastic! Couldn't be happier. Wide movement last than challenge cup apply.,2023-09-06,True,291,87,30
813,Washing Machine,Electronics,Samsung,5581.84,5,Fantastic! Worth every penny. Author hot feeling per task between family test yard hear rock.,2024-03-01,True,377,93,50
814,ThinkPad X1,Laptops,Asus,20284.18,4,Absolutely fantastic! Couldn't be happier. Write position avoid reason especially medical conference challenge great.,2024-05-14,True,31,117,50
815,Air Conditioner,Electronics,Xiaomi,16134.58,2,Worst purchase ever. Save your money. Owner hold wide best house manager treat hard.,2024-04-29,True,318,84,25
816,Lenovo Tab,Tablets,Samsung,8486.01,5,Love it! Best product in this category. Specific image woman day fall tonight end best entire tonight writer.,2023-12-19,True,259,109,15
817,Screen Protector,Accessories,Xiaomi,42745.96,5,Love it! Best product in this category. Add seek where key pass nothing.,2023-05-15,False,92,72,30
818,Surface Pro,Tablets,Asus,40087.88,5,Absolutely fantastic! Couldn't be happier. Book smile recognize whose value federal change then.,2023-08-01,True,383,96,5
819,Mechanical Keyboard,Gaming,Sony,9077.91,3,Reasonable quality. Good enough. High section front he Mrs campaign service people ok.,2023-04-14,True,482,86,40
820,MacBook Pro,Laptops,LG,28063.11,5,Superb product. Great customer service too. Animal woman present international suggest four majority.,2023-09-25,True,81,101,10
821,Thermostat,Smart Home,Samsung,40437.37,4,Great quality and fast delivery. Very satisfied. First lawyer your treatment set son.,2023-08-21,True,114,85,40
822,Vivobook 15,Laptops,HP,38584.01,5,Perfect purchase. Very impressed with the quality. Side indeed degree Congress real pattern on give form interview her star.,2023-10-01,False,88,124,50
823,USB Cable,Accessories,Samsung,46368.29,4,Love it! Best product in this category. Past manage break speech baby best their.,2023-04-24,False,100,81,5
824,Thermostat,Smart Home,Samsung,25611.63,3,Good product. Average quality. Natural table have everything TV trip.,2023-07-30,False,20,69,20
825,Mechanical Keyboard,Gaming,OnePlus,25170.35,5,Perfect! Works exactly as described. Best purchase ever. Team situation home week culture water draw project mind onto sort.,2024-01-08,True,70,124,5
826,Smart Bulb,Smart Home,Asus,48497.02,5,Amazing product! Exceeded my expectations. Highly recommend! Spend field candidate a trade both suddenly fund page.,2023-09-09,True,242,115,25
827,ROG Gaming,Laptops,Sony,4719.08,4,Fantastic! Worth every penny. Make provide possible risk north car describe south.,2024-01-05,True,125,82,10
828,Thermostat,Smart Home,Lenovo,39467.18,2,Worst purchase ever. Save your money. Indicate language role picture per later when level ahead land until west.,2024-02-28,False,58,112,50
829,Smart Lock,Smart Home,Samsung,22407.65,5,Perfect purchase. Very impressed with the quality. Choose issue our director chair design president me too laugh.,2023-03-13,True,161,113,30
830,Smart Bulb,Smart Home,Lenovo,3542.68,5,Perfect! Works exactly as described. Best purchase ever. Professional Republican strategy her line Republican drug wait already game.,2023-03-01,False,91,133,50
831,XPS 13,Laptops,Lenovo,44346.25,5,Outstanding quality! Will definitely buy again. Arm argue environmental course this cup suffer society identify.,2023-11-18,False,1,112,20
832,Earbuds,Accessories,Sony,35164.61,4,Excellent value for money. Very happy with this product. Western cup your goal ask TV official long market.,2024-03-28,True,454,107,30
833,Smart Bulb,Smart Home,Dell,4671.91,4,Fantastic! Worth every penny. Similar reason begin decision option final civil son form improve.,2023-05-10,True,276,96,20
834,Galaxy S21,Smartphones,OnePlus,27813.4,4,Perfect! Works exactly as described. Best purchase ever. Work human prepare college respond see yes indicate bar pretty world work name.,2023-01-24,True,407,136,50
835,Screen Protector,Accessories,LG,41695.33,4,Fantastic! Worth every penny. Thank bill through culture deal general government way number evidence top according.,2024-06-01,True,30,115,25
836,ROG Gaming,Laptops,HP,6628.74,5,Great quality and fast delivery. Very satisfied. Business peace whole between skill ask bed blue.,2024-04-04,True,377,97,0
837,Surface Pro,Tablets,LG,40366.68,5,Absolutely fantastic! Couldn't be happier. Answer court morning little night world teach we claim fear cup.,2024-06-30,True,119,107,25
838,Vivobook 15,Laptops,Xiaomi,33785.47,5,Perfect purchase. Very impressed with the quality. Truth his its improve discover natural economy.,2023-09-11,True,264,98,15
839,Smart Lock,Smart Home,Asus,5350.4,5,Fantastic! Worth every penny. White beyond nearly paper line imagine.,2023-03-25,True,217,69,10
840,Galaxy Tab,Tablets,Asus,4364.6,5,Fantastic! Worth every penny. Take me find list resource newspaper read often.,2024-06-15,True,446,78,20
841,Charger,Accessories,Lenovo,49827.33,5,Love it! Best product in this category. Follow in nor continue provide so present price friend everything view.,2024-03-02,True,73,111,50
842,OnePlus 9,Smartphones,Asus,6904.57,5,Perfect purchase. Very impressed with the quality. Market exist likely degree popular involve five increase.,2023-05-01,True,233,108,40
843,Microwave,Electronics,OnePlus,18781.94,5,Absolutely fantastic! Couldn't be happier. Job need when usually but agree rock national improve race.,2024-02-23,True,189,102,20
844,Refrigerator,Electronics,Sony,6328.24,4,Superb product. Great customer service too. Measure on door stuff suggest without activity fire remember prepare.,2023-11-07,True,14,113,10
845,Xiaomi 11,Smartphones,Lenovo,2908.23,5,Outstanding quality! Will definitely buy again. Baby modern day final far feel.,2023-08-09,True,378,79,40
846,Smart TV,Electronics,OnePlus,17758.12,5,Fantastic! Worth every penny. Financial blood yeah trip fight rate control art foot part forget effort discuss.,2024-05-07,True,289,111,40
847,XPS 13,Laptops,Asus,41805.77,5,Perfect! Works exactly as described. Best purchase ever. Might why good sometimes arrive food.,2023-05-22,True,235,94,40
848,Mechanical Keyboard,Gaming,Sony,43384.1,4,Absolutely fantastic! Couldn't be happier. Than administration interview thus camera book wall appear stock.,2024-02-24,True,460,108,30
849,ROG Gaming,Laptops,Samsung,47924.93,5,Outstanding quality! Will definitely buy again. Strong kitchen one whole production those heart record.,2023-04-01,False,90,103,0
850,Screen Protector,Accessories,OnePlus,32435.4,4,Great quality and fast delivery. Very satisfied. Example probably girl though respond where drop.,2023-07-17,False,69,97,0
851,Earbuds,Accessories,LG,37652.65,4,Amazing product! Exceeded my expectations. Highly recommend! Stock democratic hit memory home suffer world change music.,2023-05-04,True,272,120,10
852,Washing Machine,Electronics,LG,12641.69,5,Absolutely fantastic! Couldn't be happier. Present give Congress work everybody happen explain report range with talk better cut.,2024-03-30,True,273,129,25
853,OnePlus Pad,Tablets,Samsung,24827.92,5,Superb product. Great customer service too. Figure religious idea why think well church approach idea gun small write standard.,2024-03-23,True,12,127,50
854,XPS 13,Laptops,Dell,5005.74,5,Perfect purchase. Very impressed with the quality. Success so share language however approach wait response party wear back.,2023-06-22,True,93,124,20
855,Smart Speaker,Smart Home,Sony,15686.31,4,Perfect! Works exactly as described. Best purchase ever. Maintain impact model too full hundred truth town case pressure bill.,2023-03-02,True,166,126,10
856,Smart TV,Electronics,Dell,19802.02,4,Fantastic! Worth every penny. Expect job degree management including six can bill question six once.,2023-11-28,True,482,100,5
857,Microwave,Electronics,LG,37730.62,4,Love it! Best product in this category. Born she mission seem where pass white car difficult kid coach wind whose.,2024-06-04,True,197,114,5
858,ThinkPad X1,Laptops,HP,23508.76,4,Love it! Best product in this category. Then choose wide support who mouth discussion story.,2023-01-30,True,119,92,0
859,ROG Gaming,Laptops,Xiaomi,33917.32,3,Standard product. Does the job. Enjoy child dark scientist cultural ask.,2023-05-09,True,208,72,40
860,Refrigerator,Electronics,LG,39252.64,2,Defective product. Customer service not helpful. Follow star simple course Mrs we cover give position wait.,2023-06-22,True,275,107,30
861,Charger,Accessories,Samsung,549.55,4,Absolutely fantastic! Couldn't be happier. Share produce difference like keep thus during clear traditional if soon write.,2023-10-24,True,85,122,0
862,Air Conditioner,Electronics,Dell,30094.45,5,Fantastic! Worth every penny. Level degree argue yourself ten year.,2023-12-26,True,108,67,50
863,ThinkPad X1,Laptops,Sony,37089.56,4,Outstanding quality! Will definitely buy again. Know likely race individual half black win such.,2023-04-02,True,62,96,10
864,Gaming Headset,Gaming,Dell,43974.83,3,Standard product. Does the job. Team field effect truth about window edge third according individual mouth.,2023-11-22,False,43,107,20
865,Security Camera,Smart Home,Dell,12673.45,5,Superb product. Great customer service too. Eight able night put wonder well.,2023-08-04,True,306,77,25
866,Microwave,Electronics,Samsung,30634.94,1,Disappointing. Not as described. Watch let figure since wish think good.,2023-06-27,True,458,72,40
867,Security Camera,Smart Home,OnePlus,4516.86,5,Great quality and fast delivery. Very satisfied. Two reason property TV wait travel.,2023-02-01,False,85,84,40
868,PS5,Gaming,HP,48615.93,4,Absolutely fantastic! Couldn't be happier. Analysis phone new like under head government.,2024-01-02,True,429,89,0
869,Air Conditioner,Electronics,HP,46844.27,4,Excellent value for money. Very happy with this product. Kitchen weight focus throw hand lot order reflect exist because prepare character.,2023-01-21,True,348,139,25
870,Galaxy S21,Smartphones,Xiaomi,31449.21,5,Excellent value for money. Very happy with this product. Believe charge over article less its able model various decade building.,2023-08-28,False,46,129,0
871,XPS 13,Laptops,Xiaomi,10849.77,3,It works as expected. Average performance. Act wife car money bar admit.,2023-04-24,False,72,72,50
872,Galaxy Tab,Tablets,OnePlus,10091.63,5,Absolutely fantastic! Couldn't be happier. Smile rise investment surface along type option billion family.,2023-06-29,True,65,106,5
